news_id,Date,Headline,Source,Market_Event,Sector,query_text,rank,predicted_ticker,final_score,bi_score,cross_score,boost,sentiment_label,sentiment_confidence,sentiment_score,sentiment_adjusted_score
1205,2025-06-26,Financial sector bracing for new capital requirements,Yahoo Finance,Regulatory Changes,Retail,Financial sector bracing for new capital requirements | Regulatory Changes | Retail | Medium | Negative | S&P 500,1,03077,0.813513,0.813513,0.0,0.0,negative,0.87031,-1,0.636511
1206,2025-02-08,China's Shanghai Composite falls after new trade restrictions,Times of India,Inflation Data Release,Pharmaceuticals,China's Shanghai Composite falls after new trade restrictions | Inflation Data Release | Pharmaceuticals | Medium | Neutral | FTSE 100,1,02838,0.913146,0.813146,0.0,0.1,negative,0.949947,-1,0.696286
1207,2025-07-04,Automotive industry faces headwinds from rising material costs,Mint,Bond Market Fluctuation,Consumer Goods,Automotive industry faces headwinds from rising material costs | Bond Market Fluctuation | Consumer Goods | High | Positive | S&P 500,1,03077,0.798131,0.798131,0.0,0.0,negative,0.968818,-1,0.60482
1208,2025-07-27,Market sentiment turns positive on vaccine trial results,Wall Street Journal,Economic Data Release,Technology,Market sentiment turns positive on vaccine trial results | Economic Data Release | Technology | Low | Neutral | TSX,1,03165,0.801311,0.801311,0.0,0.0,positive,0.937714,1,0.989161
1209,2025-05-28,,Mint,Bond Market Fluctuation,Transportation,nan | Bond Market Fluctuation | Transportation | High | Neutral | Nikkei 225,1,03165,0.836484,0.836484,0.0,0.0,neutral,0.586275,0,0.836484
1210,2025-04-01,Real Estate sector shows signs of overheating as interest rates fall,The Motley Fool,Economic Data Release,Technology,Real Estate sector shows signs of overheating as interest rates fall | Economic Data Release | Technology | High | Neutral | Euro Stoxx 50,1,03115,0.910167,0.810167,0.0,0.1,negative,0.96423,-1,0.690765
1211,2025-03-09,Retail sales report surpasses all forecasts,Barron's,Central Bank Meeting,Retail,Retail sales report surpasses all forecasts | Central Bank Meeting | Retail | Low | Positive | S&P 500,1,03175,0.777419,0.777419,0.0,0.0,positive,0.873907,1,0.947267
1212,2025-02-17,Gold prices surge as investors flee riskier assets,Barron's,Regulatory Changes,Construction,Gold prices surge as investors flee riskier assets | Regulatory Changes | Construction | High | Negative | IBOVESPA,1,03081,0.825263,0.825263,0.0,0.0,negative,0.720289,-1,0.676656
1213,2025-03-31,Government subsidy program gives a lift to the agriculture sector,Reuters,Corporate Earnings Report,Consumer Goods,Government subsidy program gives a lift to the agriculture sector | Corporate Earnings Report | Consumer Goods | High | Neutral | S&P/TSX Composite,1,03165,0.787902,0.787902,0.0,0.0,positive,0.917761,1,0.968678
1214,2025-03-11,China's Shanghai Composite falls after new trade restrictions,Economic Times,Regulatory Changes,Real Estate,China's Shanghai Composite falls after new trade restrictions | Regulatory Changes | Real Estate | Medium | Negative | Russell 2000,1,02839,0.912267,0.812267,0.0,0.1,negative,0.949947,-1,0.695616
1215,2025-03-15,Unexpected rise in unemployment fuels market pessimism,Seeking Alpha,Interest Rate Change,Construction,Unexpected rise in unemployment fuels market pessimism | Interest Rate Change | Construction | Medium | Positive | Dow Jones,1,03077,0.892682,0.792682,0.0,0.1,negative,0.913377,-1,0.688843
1216,2025-05-17,Federal Reserve Chairman's speech causes market volatility,Seeking Alpha,Regulatory Changes,Utilities,Federal Reserve Chairman's speech causes market volatility | Regulatory Changes | Utilities | High | Neutral | Hang Seng,1,02800,0.826481,0.826481,0.0,0.0,negative,0.836676,-1,0.653607
1217,2025-04-13,A massive data breach sends a tech company's stock tumbling,Investopedia,Economic Data Release,Healthcare,A massive data breach sends a tech company's stock tumbling | Economic Data Release | Healthcare | Low | Positive | S&P/TSX Composite,1,03477,0.800023,0.800023,0.0,0.0,negative,0.890495,-1,0.621919
1218,2025-03-06,UK's FTSE 100 sees a boost from favorable trade data,Business Standard,Stock Market Crash,Finance,UK's FTSE 100 sees a boost from favorable trade data | Stock Market Crash | Finance | Low | Neutral | FTSE 100,1,03165,0.792933,0.792933,0.0,0.0,positive,0.94704,1,0.980668
1219,2025-06-18,New regulations on cryptocurrencies cause a market dip,Wall Street Journal,Consumer Confidence Report,Aerospace & Defense,New regulations on cryptocurrencies cause a market dip | Consumer Confidence Report | Aerospace & Defense | High | Negative | DAX,1,03129,0.820286,0.820286,0.0,0.0,negative,0.960466,-1,0.623322
1220,2025-05-16,Real Estate sector shows signs of overheating as interest rates fall,Economic Times,Unemployment Rate Announcement,Healthcare,Real Estate sector shows signs of overheating as interest rates fall | Unemployment Rate Announcement | Healthcare | Medium | Positive | DAX,1,02800,0.906352,0.806352,0.0,0.1,negative,0.96423,-1,0.687869
1221,2025-06-19,Banking stocks dip after a major scandal is revealed,Forbes,Unemployment Rate Announcement,Pharmaceuticals,Banking stocks dip after a major scandal is revealed | Unemployment Rate Announcement | Pharmaceuticals | High | Neutral | Nasdaq Composite,1,03182,0.80139,0.80139,0.0,0.0,negative,0.942514,-1,0.61256
1222,2025-05-23,Unexpected rise in unemployment fuels market pessimism,Forbes,Central Bank Meeting,Construction,Unexpected rise in unemployment fuels market pessimism | Central Bank Meeting | Construction | Low | Neutral | S&P/TSX Composite,1,03129,0.792163,0.792163,0.0,0.0,negative,0.913377,-1,0.611277
1223,2025-05-04,Supply chain issues impact manufacturing sector earnings,Times of India,Government Policy Announcement,Industrials,Supply chain issues impact manufacturing sector earnings | Government Policy Announcement | Industrials | Medium | Positive | CAC 40,1,03411,0.814855,0.814855,0.0,0.0,negative,0.681805,-1,0.675962
1224,2025-02-11,New housing data release shows a slowdown in market activity,The Hindu Business Line,Interest Rate Change,Real Estate,New housing data release shows a slowdown in market activity | Interest Rate Change | Real Estate | Low | KOSPI,1,03077,0.903966,0.803966,0.0,0.1,negative,0.970689,-1,0.684599
1225,2025-05-07,ASX 200 gains on strong export performance,The Economist,Stock Market Crash,Aerospace & Defense,ASX 200 gains on strong export performance | Stock Market Crash | Aerospace & Defense | Low | Neutral | ASX 200,1,03165,0.815639,0.815639,0.0,0.0,positive,0.942392,1,1.007802
1226,2025-07-24,Financial services stocks rally on strong profit margins,Barron's,Cryptocurrency Regulation,Energy,Financial services stocks rally on strong profit margins | Cryptocurrency Regulation | Energy | High | Hang Seng,1,03136,0.813913,0.813913,0.0,0.0,positive,0.883444,1,0.993675
1227,2025-05-31,Pharmaceutical company's drug approval drives stock upward,CNBC,Major Merger/Acquisition,Finance,Pharmaceutical company's drug approval drives stock upward | Major Merger/Acquisition | Finance | High | Neutral | Dow Jones,1,03186,0.777745,0.777745,0.0,0.0,negative,0.662693,-1,0.648893
1228,2025-03-26,,Yahoo Finance,Regulatory Changes,Utilities,nan | Regulatory Changes | Utilities | High | Neutral | S&P/TSX Composite,1,03165,0.803298,0.803298,0.0,0.0,neutral,0.877105,0,0.803298
1229,2025-05-31,Utilities sector remains stable during market fluctuations,Yahoo Finance,Cryptocurrency Regulation,Materials,Utilities sector remains stable during market fluctuations | Cryptocurrency Regulation | Materials | High | Neutral | Nikkei 225,1,03179,0.8149,0.8149,0.0,0.0,positive,0.80296,1,0.978483
1230,2025-07-13,Central bank maintains status quo on interest rates,The Motley Fool,Stock Market Crash,Transportation,Central bank maintains status quo on interest rates | Stock Market Crash | Transportation | Medium | Positive | Dow Jones,1,03077,0.919072,0.819072,0.0,0.1,neutral,0.917198,0,0.919072
1231,2025-04-13,,The Hindu Business Line,Commodity Price Shock,Technology,nan | Commodity Price Shock | Technology | Low | Neutral | Shanghai Composite,1,03169,0.926545,0.826545,0.0,0.1,neutral,0.732414,0,0.926545
1232,2025-08-03,Media and Entertainment companies report a surge in streaming revenue,MarketWatch,Commodity Price Shock,Real Estate,Media and Entertainment companies report a surge in streaming revenue | Commodity Price Shock | Real Estate | Low | Negative | BSE Sensex,1,03175,0.997413,0.797413,0.0,0.2,positive,0.893271,1,1.220153
1233,2025-06-10,Government policy shift boosts renewable energy sector,Barron's,Major Merger/Acquisition,Retail,Government policy shift boosts renewable energy sector | Major Merger/Acquisition | Retail | Medium | Negative | NSE Nifty,1,02809,0.794522,0.794522,0.0,0.0,positive,0.938796,1,0.980996
1234,2025-07-06,Major oil spill sends energy stocks plummeting,Forbes,Corporate Earnings Report,Industrials,Major oil spill sends energy stocks plummeting | Corporate Earnings Report | Industrials | Medium | NSE Nifty,1,03175,1.003743,0.803743,0.0,0.2,negative,0.95815,-1,0.763309
1235,2025-06-07,Semiconductor shortages weigh heavily on tech sector profits,The Hindu Business Line,Bond Market Fluctuation,Media & Entertainment,Semiconductor shortages weigh heavily on tech sector profits | Bond Market Fluctuation | Media & Entertainment | High | Neutral | Russell 2000,1,03486,0.912375,0.812375,0.0,0.1,negative,0.942673,-1,0.697357
1236,2025-04-29,Energy company's dividend hike excites shareholders,Investopedia,Stock Market Crash,Consumer Goods,Energy company's dividend hike excites shareholders | Stock Market Crash | Consumer Goods | High | Negative | Euro Stoxx 50,1,03097,0.793139,0.793139,0.0,0.0,positive,0.553236,1,0.902837
1237,2025-06-26,China's Shanghai Composite falls after new trade restrictions,Yahoo Finance,Supply Chain Disruption,Retail,China's Shanghai Composite falls after new trade restrictions | Supply Chain Disruption | Retail | High | Positive | Russell 2000,1,02839,0.901866,0.801866,0.0,0.1,negative,0.949947,-1,0.687685
1238,2025-05-17,Gold prices surge as investors flee riskier assets,The Motley Fool,Inflation Data Release,Aerospace & Defense,Gold prices surge as investors flee riskier assets | Inflation Data Release | Aerospace & Defense | Medium | Neutral | KOSPI,1,03081,0.836829,0.836829,0.0,0.0,negative,0.720289,-1,0.686139
1239,2025-04-03,Federal Reserve Chairman's speech causes market volatility,Economic Times,Interest Rate Change,Energy,Federal Reserve Chairman's speech causes market volatility | Interest Rate Change | Energy | Medium | Negative | Shanghai Composite,1,03077,0.916541,0.816541,0.0,0.1,negative,0.836676,-1,0.724829
1240,2025-05-07,Automotive industry faces headwinds from rising material costs,Seeking Alpha,Market Rally,Aerospace & Defense,Automotive industry faces headwinds from rising material costs | Market Rally | Aerospace & Defense | High | NSE Nifty,1,02846,0.796095,0.796095,0.0,0.0,negative,0.968818,-1,0.603277
1241,2025-06-19,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Wall Street Journal,Major Merger/Acquisition,Finance,Major technology firm acquires a smaller rival in a multi-billion dollar deal | Major Merger/Acquisition | Finance | Medium | Neutral | CAC 40,1,03448,0.7839,0.7839,0.0,0.0,positive,0.692591,1,0.919631
1242,2025-03-26,Semiconductor shortages weigh heavily on tech sector profits,Bloomberg,Bond Market Fluctuation,Automotive,Semiconductor shortages weigh heavily on tech sector profits | Bond Market Fluctuation | Automotive | Low | BSE Sensex,1,03486,0.916348,0.816348,0.0,0.1,negative,0.942673,-1,0.700394
1243,2025-04-14,Healthcare stocks gain on robust demand and strong outlook,Barron's,Interest Rate Change,Telecommunications,Healthcare stocks gain on robust demand and strong outlook | Interest Rate Change | Telecommunications | Medium | Neutral | NSE Nifty,1,02836,0.885605,0.785605,0.0,0.1,positive,0.944635,1,1.094748
1244,2025-04-22,Quarterly report shows surprising losses for retail giants,Barron's,Inflation Data Release,Energy,Quarterly report shows surprising losses for retail giants | Inflation Data Release | Energy | Low | Neutral | CAC 40,1,02840,0.794273,0.794273,0.0,0.0,negative,0.808206,-1,0.633789
1245,2025-03-31,Automotive industry faces headwinds from rising material costs,Mint,Corporate Earnings Report,Utilities,Automotive industry faces headwinds from rising material costs | Corporate Earnings Report | Utilities | Low | Negative | DAX,1,03179,0.793471,0.793471,0.0,0.0,negative,0.968818,-1,0.601289
1246,2025-04-25,,Financial Times,Currency Devaluation,Finance,nan | Currency Devaluation | Finance | Medium | Neutral | S&P 500,1,03165,0.821384,0.821384,0.0,0.0,neutral,0.922723,0,0.821384
1247,2025-04-03,,Wall Street Journal,Trade Tariffs Announcement,Consumer Goods,nan | Trade Tariffs Announcement | Consumer Goods | Low | Negative | IBOVESPA,1,03169,0.803657,0.803657,0.0,0.0,neutral,0.821935,0,0.803657
1248,2025-07-27,Major oil spill sends energy stocks plummeting,Investopedia,Commodity Price Shock,Agriculture,Major oil spill sends energy stocks plummeting | Commodity Price Shock | Agriculture | Low | Positive | Euro Stoxx 50,1,03175,1.010475,0.810475,0.0,0.2,negative,0.95815,-1,0.768428
1249,2025-05-10,Media and Entertainment companies report a surge in streaming revenue,CNBC,Commodity Price Shock,Energy,Media and Entertainment companies report a surge in streaming revenue | Commodity Price Shock | Energy | Low | Negative | Dow Jones,1,03175,0.982377,0.782377,0.0,0.2,positive,0.893271,1,1.201759
1250,2025-04-26,Real Estate sector shows signs of overheating as interest rates fall,CNBC,Economic Data Release,Finance,Real Estate sector shows signs of overheating as interest rates fall | Economic Data Release | Finance | High | Negative | TSX,1,02800,0.905987,0.805987,0.0,0.1,negative,0.96423,-1,0.687592
1251,2025-04-27,Government subsidy program gives a lift to the agriculture sector,The Economist,Central Bank Meeting,Aerospace & Defense,Government subsidy program gives a lift to the agriculture sector | Central Bank Meeting | Aerospace & Defense | Low | Negative | KOSPI,1,03077,0.787586,0.787586,0.0,0.0,positive,0.917761,1,0.96829
1252,2025-08-11,Manufacturing PMI data signals economic expansion,Reuters,Commodity Price Shock,Technology,Manufacturing PMI data signals economic expansion | Commodity Price Shock | Technology | Low | Neutral | Euro Stoxx 50,1,03165,0.908765,0.808765,0.0,0.1,positive,0.831785,1,1.097739
1253,2025-03-06,UK's FTSE 100 sees a boost from favorable trade data,Mint,Major Merger/Acquisition,Aerospace & Defense,UK's FTSE 100 sees a boost from favorable trade data | Major Merger/Acquisition | Aerospace & Defense | High | Negative | S&P/TSX Composite,1,03165,0.781115,0.781115,0.0,0.0,positive,0.94704,1,0.966052
1254,2025-02-19,,Reuters,Market Rally,Materials,nan | Market Rally | Materials | Medium | Positive | Shanghai Composite,1,02846,0.809655,0.809655,0.0,0.0,neutral,0.880054,0,0.809655
1255,2025-07-14,Government policy shift boosts renewable energy sector,Yahoo Finance,Geopolitical Event,Aerospace & Defense,Government policy shift boosts renewable energy sector | Geopolitical Event | Aerospace & Defense | Medium | Hang Seng,1,02809,0.790939,0.790939,0.0,0.0,positive,0.938796,1,0.976572
1256,2025-03-13,Mining company stock surges on commodity price boom,Forbes,Major Merger/Acquisition,Retail,Mining company stock surges on commodity price boom | Major Merger/Acquisition | Retail | High | Neutral | DAX,1,03047,0.995855,0.795855,0.0,0.2,negative,0.916112,-1,0.767776
1257,2025-04-16,Utilities sector remains stable during market fluctuations,Yahoo Finance,Geopolitical Event,Telecommunications,Utilities sector remains stable during market fluctuations | Geopolitical Event | Telecommunications | Low | Neutral | IBOVESPA,1,03179,0.789456,0.789456,0.0,0.0,positive,0.80296,1,0.947931
1258,2025-02-11,Energy company's dividend hike excites shareholders,Mint,Cryptocurrency Regulation,Energy,Energy company's dividend hike excites shareholders | Cryptocurrency Regulation | Energy | Medium | Neutral | Shanghai Composite,1,03085,0.801216,0.801216,0.0,0.0,positive,0.553236,1,0.912031
1259,2025-07-08,Massive stock buyback program announced by a consumer goods company,Seeking Alpha,Government Policy Announcement,Industrials,Massive stock buyback program announced by a consumer goods company | Government Policy Announcement | Industrials | Low | Neutral | S&P/TSX Composite,1,03179,0.813986,0.813986,0.0,0.0,neutral,0.685082,0,0.813986
1260,2025-07-25,Media and Entertainment companies report a surge in streaming revenue,The Economist,Bond Market Fluctuation,Energy,Media and Entertainment companies report a surge in streaming revenue | Bond Market Fluctuation | Energy | Low | ASX 200,1,02846,0.786634,0.786634,0.0,0.0,positive,0.893271,1,0.962303
1261,2025-02-22,Central Bank Governor signals potential shift in policy,The Economist,Central Bank Meeting,Telecommunications,Central Bank Governor signals potential shift in policy | Central Bank Meeting | Telecommunications | Low | Negative | FTSE 100,1,03081,0.784748,0.784748,0.0,0.0,negative,0.65296,-1,0.656646
1262,2025-04-24,Utilities sector remains stable during market fluctuations,Investopedia,Economic Data Release,Consumer Goods,Utilities sector remains stable during market fluctuations | Economic Data Release | Consumer Goods | High | Neutral | FTSE 100,1,03179,0.795861,0.795861,0.0,0.0,positive,0.80296,1,0.955622
1263,2025-06-22,A massive data breach sends a tech company's stock tumbling,Yahoo Finance,IPO Launch,Materials,A massive data breach sends a tech company's stock tumbling | IPO Launch | Materials | Medium | Positive | Nasdaq Composite,1,03169,0.797919,0.797919,0.0,0.0,negative,0.890495,-1,0.620283
1264,2025-06-01,New housing data release shows a slowdown in market activity,Yahoo Finance,Commodity Price Shock,Telecommunications,New housing data release shows a slowdown in market activity | Commodity Price Shock | Telecommunications | Medium | Positive | Euro Stoxx 50,1,02840,0.991579,0.791579,0.0,0.2,negative,0.970689,-1,0.75095
1265,2025-07-20,Gold prices surge as investors flee riskier assets,Financial Times,IPO Launch,Materials,Gold prices surge as investors flee riskier assets | IPO Launch | Materials | Medium | Negative | S&P 500,1,03081,0.829825,0.829825,0.0,0.0,negative,0.720289,-1,0.680396
1266,2025-05-18,,Business Standard,Bond Market Fluctuation,Transportation,nan | Bond Market Fluctuation | Transportation | Medium | Positive | Nasdaq Composite,1,03077,0.827168,0.827168,0.0,0.0,neutral,0.833271,0,0.827168
1267,2025-07-17,Media and Entertainment companies report a surge in streaming revenue,Times of India,Central Bank Meeting,Industrials,Media and Entertainment companies report a surge in streaming revenue | Central Bank Meeting | Industrials | High | Negative | NSE Nifty,1,03077,0.787738,0.787738,0.0,0.0,positive,0.893271,1,0.963654
1268,2025-07-03,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Economic Times,Regulatory Changes,Automotive,Major technology firm acquires a smaller rival in a multi-billion dollar deal | Regulatory Changes | Automotive | Medium | Neutral | TSX,1,03032,0.786066,0.786066,0.0,0.0,positive,0.692591,1,0.922172
1269,2025-08-14,Major oil spill sends energy stocks plummeting,Seeking Alpha,Regulatory Changes,Media & Entertainment,Major oil spill sends energy stocks plummeting | Regulatory Changes | Media & Entertainment | High | Negative | Shanghai Composite,1,03175,1.011568,0.811568,0.0,0.2,negative,0.95815,-1,0.76926
1270,2025-04-20,UK's FTSE 100 sees a boost from favorable trade data,Forbes,Commodity Price Shock,Agriculture,UK's FTSE 100 sees a boost from favorable trade data | Commodity Price Shock | Agriculture | High | S&P 500,1,03175,0.973866,0.773866,0.0,0.2,positive,0.94704,1,1.204439
1271,2025-06-19,Central Bank's dovish tone hints at future rate cuts,The Hindu Business Line,Government Policy Announcement,Retail,Central Bank's dovish tone hints at future rate cuts | Government Policy Announcement | Retail | Medium | IBOVESPA,1,03077,0.893164,0.793164,0.0,0.1,negative,0.433879,-1,0.796283
1272,2025-04-02,"Global trade talks collapse, causing market turmoil",Financial Times,Corporate Earnings Report,Utilities,"Global trade talks collapse, causing market turmoil | Corporate Earnings Report | Utilities | Low | Negative | S&P/TSX Composite",1,02840,0.897589,0.797589,0.0,0.1,negative,0.926468,-1,0.689692
1273,2025-04-17,Banking stocks dip after a major scandal is revealed,MarketWatch,Trade Tariffs Announcement,Media & Entertainment,Banking stocks dip after a major scandal is revealed | Trade Tariffs Announcement | Media & Entertainment | High | Negative | ASX 200,1,02800,0.80865,0.80865,0.0,0.0,negative,0.942514,-1,0.618109
1274,2025-05-31,Manufacturing PMI data signals economic expansion,Forbes,Interest Rate Change,Construction,Manufacturing PMI data signals economic expansion | Interest Rate Change | Construction | Medium | Positive | IBOVESPA,1,03077,0.907467,0.807467,0.0,0.1,positive,0.831785,1,1.096171
1275,2025-07-11,,The Economist,Geopolitical Event,Consumer Goods,nan | Geopolitical Event | Consumer Goods | High | Positive | Russell 2000,1,03081,0.804503,0.804503,0.0,0.0,neutral,0.894623,0,0.804503
1276,2025-03-13,Government policy shift boosts renewable energy sector,Seeking Alpha,Commodity Price Shock,Utilities,Government policy shift boosts renewable energy sector | Commodity Price Shock | Utilities | Low | Positive | NSE Nifty,1,03175,0.979344,0.779344,0.0,0.2,positive,0.938796,1,1.209195
1277,2025-05-28,Retail sales report surpasses all forecasts,Financial Times,Geopolitical Event,Consumer Goods,Retail sales report surpasses all forecasts | Geopolitical Event | Consumer Goods | Low | Negative | NSE Nifty,1,03165,0.783399,0.783399,0.0,0.0,positive,0.873907,1,0.954553
1278,2025-08-13,Pharmaceutical company's drug approval drives stock upward,The Motley Fool,Cryptocurrency Regulation,Telecommunications,Pharmaceutical company's drug approval drives stock upward | Cryptocurrency Regulation | Telecommunications | Low | Neutral | Nikkei 225,1,02841,0.79305,0.79305,0.0,0.0,negative,0.662693,-1,0.661663
1279,2025-07-03,Market sentiment turns positive on vaccine trial results,Mint,Interest Rate Change,Real Estate,Market sentiment turns positive on vaccine trial results | Interest Rate Change | Real Estate | Low | Neutral | CAC 40,1,03428,0.911653,0.811653,0.0,0.1,positive,0.937714,1,1.12537
1280,2025-07-07,Government policy shift boosts renewable energy sector,Forbes,Government Policy Announcement,Automotive,Government policy shift boosts renewable energy sector | Government Policy Announcement | Automotive | Low | Negative | IBOVESPA,1,02809,0.797784,0.797784,0.0,0.0,positive,0.938796,1,0.985023
1281,2025-04-16,Bond yields tumble as investors seek safe havens,The Hindu Business Line,Inflation Data Release,Telecommunications,Bond yields tumble as investors seek safe havens | Inflation Data Release | Telecommunications | High | Positive | S&P 500,1,03077,0.816108,0.816108,0.0,0.0,negative,0.953942,-1,0.621478
1282,2025-04-03,"Global trade talks collapse, causing market turmoil",Times of India,Consumer Confidence Report,Media & Entertainment,"Global trade talks collapse, causing market turmoil | Consumer Confidence Report | Media & Entertainment | High | Negative | Euro Stoxx 50",1,02840,0.914985,0.814985,0.0,0.1,negative,0.926468,-1,0.703059
1283,2025-08-04,Tech Giant's New Product Launch Sparks Sector-Wide Gains,The Economist,Government Policy Announcement,Agriculture,Tech Giant's New Product Launch Sparks Sector-Wide Gains | Government Policy Announcement | Agriculture | Low | Positive | Hang Seng,1,03477,0.787432,0.787432,0.0,0.0,positive,0.870487,1,0.958794
1284,2025-04-12,Unexpected rise in unemployment fuels market pessimism,MarketWatch,Central Bank Meeting,Technology,Unexpected rise in unemployment fuels market pessimism | Central Bank Meeting | Technology | High | Neutral | NSE Nifty,1,03077,0.804072,0.804072,0.0,0.0,negative,0.913377,-1,0.620467
1285,2025-02-12,Massive stock buyback program announced by a consumer goods company,Mint,Trade Tariffs Announcement,Materials,Massive stock buyback program announced by a consumer goods company | Trade Tariffs Announcement | Materials | High | Neutral | DAX,1,03179,0.81892,0.81892,0.0,0.0,neutral,0.685083,0,0.81892
1286,2025-04-13,Utilities sector remains stable during market fluctuations,Wall Street Journal,Corporate Earnings Report,Telecommunications,Utilities sector remains stable during market fluctuations | Corporate Earnings Report | Telecommunications | Low | Positive | NSE Nifty,1,03179,0.79142,0.79142,0.0,0.0,positive,0.80296,1,0.95029
1287,2025-02-14,Aerospace and Defense sector sees rally amid geopolitical tensions,Yahoo Finance,Commodity Price Shock,Utilities,Aerospace and Defense sector sees rally amid geopolitical tensions | Commodity Price Shock | Utilities | Medium | Euro Stoxx 50,1,03081,0.993399,0.793399,0.0,0.2,negative,0.516719,-1,0.865072
1288,2025-06-01,Merger talks between two banks fall through,The Economist,Regulatory Changes,Automotive,Merger talks between two banks fall through | Regulatory Changes | Automotive | Medium | Neutral | CAC 40,1,03070,0.78322,0.78322,0.0,0.0,negative,0.95868,-1,0.595506
1289,2025-08-05,Record-high inflation data rattles investors,Barron's,Commodity Price Shock,Retail,Record-high inflation data rattles investors | Commodity Price Shock | Retail | Medium | Negative | S&P 500,1,02840,1.007425,0.807425,0.0,0.2,negative,0.940459,-1,0.770564
1290,2025-07-04,ASX 200 gains on strong export performance,The Economist,Market Rally,Materials,ASX 200 gains on strong export performance | Market Rally | Materials | Low | Neutral | Euro Stoxx 50,1,03165,0.798201,0.798201,0.0,0.0,positive,0.942392,1,0.986256
1291,2025-08-06,Consumer confidence index reaches a decade high,MarketWatch,Economic Data Release,Media & Entertainment,Consumer confidence index reaches a decade high | Economic Data Release | Media & Entertainment | High | Positive | CAC 40,1,03077,0.797284,0.797284,0.0,0.0,positive,0.863972,1,0.969492
1292,2025-07-27,Government subsidy program gives a lift to the agriculture sector,Economic Times,Unemployment Rate Announcement,Technology,Government subsidy program gives a lift to the agriculture sector | Unemployment Rate Announcement | Technology | Low | Positive | Shanghai Composite,1,03077,0.783065,0.783065,0.0,0.0,positive,0.917761,1,0.962732
1293,2025-04-04,Consumer confidence index reaches a decade high,Mint,Central Bank Meeting,Finance,Consumer confidence index reaches a decade high | Central Bank Meeting | Finance | Low | Positive | Nikkei 225,1,02821,0.810695,0.810695,0.0,0.0,positive,0.863972,1,0.985799
1294,2025-03-14,Bond yields tumble as investors seek safe havens,Mint,Market Rally,Real Estate,Bond yields tumble as investors seek safe havens | Market Rally | Real Estate | Medium | Positive | FTSE 100,1,03031,0.81114,0.81114,0.0,0.0,negative,0.953942,-1,0.617695
1295,2025-07-06,Record-high inflation data rattles investors,Times of India,Supply Chain Disruption,Technology,Record-high inflation data rattles investors | Supply Chain Disruption | Technology | High | Neutral | Nasdaq Composite,1,03077,0.806432,0.806432,0.0,0.0,negative,0.940459,-1,0.616828
1296,2025-05-30,Media and Entertainment companies report a surge in streaming revenue,Bloomberg,Commodity Price Shock,Transportation,Media and Entertainment companies report a surge in streaming revenue | Commodity Price Shock | Transportation | Medium | Negative | IBOVESPA,1,03081,0.979541,0.779541,0.0,0.2,positive,0.893271,1,1.19829
1297,2025-06-14,Government policy shift boosts renewable energy sector,Times of India,Market Rally,Utilities,Government policy shift boosts renewable energy sector | Market Rally | Utilities | Low | Negative | Russell 2000,1,02809,0.782835,0.782835,0.0,0.0,positive,0.938796,1,0.966566
1298,2025-04-12,Utilities sector remains stable during market fluctuations,Business Standard,Commodity Price Shock,Construction,Utilities sector remains stable during market fluctuations | Commodity Price Shock | Construction | High | Positive | Nikkei 225,1,03175,1.00048,0.80048,0.0,0.2,positive,0.80296,1,1.201316
1299,2025-07-01,Semiconductor shortages weigh heavily on tech sector profits,Bloomberg,Corporate Earnings Report,Transportation,Semiconductor shortages weigh heavily on tech sector profits | Corporate Earnings Report | Transportation | Low | Negative | KOSPI,1,03486,0.912805,0.812805,0.0,0.1,negative,0.942673,-1,0.697686
1300,2025-02-07,Consumer confidence index reaches a decade high,Investopedia,IPO Launch,Transportation,Consumer confidence index reaches a decade high | IPO Launch | Transportation | Low | Positive | KOSPI,1,03165,0.809761,0.809761,0.0,0.0,positive,0.863972,1,0.984664
1301,2025-04-06,Market sentiment turns positive on vaccine trial results,Business Standard,Bond Market Fluctuation,Pharmaceuticals,Market sentiment turns positive on vaccine trial results | Bond Market Fluctuation | Pharmaceuticals | Medium | Positive | Nasdaq Composite,1,03077,0.801628,0.801628,0.0,0.0,positive,0.937714,1,0.989552
1302,2025-04-27,Central bank maintains status quo on interest rates,MarketWatch,Interest Rate Change,Pharmaceuticals,Central bank maintains status quo on interest rates | Interest Rate Change | Pharmaceuticals | Medium | Neutral | Russell 2000,1,03081,0.900811,0.800811,0.0,0.1,neutral,0.917198,0,0.900811
1303,2025-08-12,Government spending bill is expected to stimulate the economy,CNBC,Stock Market Crash,Technology,Government spending bill is expected to stimulate the economy | Stock Market Crash | Technology | Medium | Shanghai Composite,1,03077,0.824892,0.824892,0.0,0.0,positive,0.913673,1,1.013312
1304,2025-06-21,E-commerce earnings report beats all analyst expectations,Financial Times,Currency Devaluation,Retail,E-commerce earnings report beats all analyst expectations | Currency Devaluation | Retail | High | Positive | BSE Sensex,1,03165,0.792024,0.792024,0.0,0.0,positive,0.681343,1,0.926934
1305,2025-04-27,Bond yields tumble as investors seek safe havens,Seeking Alpha,Cryptocurrency Regulation,Energy,Bond yields tumble as investors seek safe havens | Cryptocurrency Regulation | Energy | Low | Negative | Euro Stoxx 50,1,03077,0.82233,0.82233,0.0,0.0,negative,0.953942,-1,0.626216
