news_id,Date,Headline,Source,Market_Event,Sector,query_text,rank,predicted_ticker,final_score,bi_score,cross_score,boost,sentiment_label,sentiment_confidence,sentiment_score,sentiment_adjusted_score
1619,2025-07-04,Financial services stocks rally on strong profit margins,Business Standard,Market Rally,Transportation,Financial services stocks rally on strong profit margins | Market Rally | Transportation | High | Negative | CAC 40,2,03077,0.795473,0.795473,0.0,0.0,positive,0.883444,1,0.971162
1619,2025-07-04,Financial services stocks rally on strong profit margins,Business Standard,Market Rally,Transportation,Financial services stocks rally on strong profit margins | Market Rally | Transportation | High | Negative | CAC 40,3,02805,0.794826,0.794826,0.0,0.0,positive,0.883444,1,0.970372
1620,2025-02-27,Automotive industry faces headwinds from rising material costs,The Hindu Business Line,Trade Tariffs Announcement,Automotive,Automotive industry faces headwinds from rising material costs | Trade Tariffs Announcement | Automotive | Medium | Neutral | Shanghai Composite,1,02846,0.803432,0.803432,0.0,0.0,negative,0.968818,-1,0.608837
1620,2025-02-27,Automotive industry faces headwinds from rising material costs,The Hindu Business Line,Trade Tariffs Announcement,Automotive,Automotive industry faces headwinds from rising material costs | Trade Tariffs Announcement | Automotive | Medium | Neutral | Shanghai Composite,2,03179,0.800991,0.800991,0.0,0.0,negative,0.968818,-1,0.606987
1620,2025-02-27,Automotive industry faces headwinds from rising material costs,The Hindu Business Line,Trade Tariffs Announcement,Automotive,Automotive industry faces headwinds from rising material costs | Trade Tariffs Announcement | Automotive | Medium | Neutral | Shanghai Composite,3,03081,0.797906,0.797906,0.0,0.0,negative,0.968818,-1,0.604649
1621,2025-04-14,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Reuters,Currency Devaluation,Construction,Tech Giant's New Product Launch Sparks Sector-Wide Gains | Currency Devaluation | Construction | Low | Negative | Euro Stoxx 50,1,03169,0.79545,0.79545,0.0,0.0,positive,0.870487,1,0.968557
1621,2025-04-14,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Reuters,Currency Devaluation,Construction,Tech Giant's New Product Launch Sparks Sector-Wide Gains | Currency Devaluation | Construction | Low | Negative | Euro Stoxx 50,2,03477,0.793768,0.793768,0.0,0.0,positive,0.870487,1,0.966509
1621,2025-04-14,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Reuters,Currency Devaluation,Construction,Tech Giant's New Product Launch Sparks Sector-Wide Gains | Currency Devaluation | Construction | Low | Negative | Euro Stoxx 50,3,03406,0.793675,0.793675,0.0,0.0,positive,0.870487,1,0.966396
1622,2025-02-03,Bond yields tumble as investors seek safe havens,CNBC,Trade Tariffs Announcement,Construction,Bond yields tumble as investors seek safe havens | Trade Tariffs Announcement | Construction | Low | Nikkei 225,1,03077,0.82847,0.82847,0.0,0.0,negative,0.953942,-1,0.630892
1622,2025-02-03,Bond yields tumble as investors seek safe havens,CNBC,Trade Tariffs Announcement,Construction,Bond yields tumble as investors seek safe havens | Trade Tariffs Announcement | Construction | Low | Nikkei 225,2,03153,0.808905,0.808905,0.0,0.0,negative,0.953942,-1,0.615993
1622,2025-02-03,Bond yields tumble as investors seek safe havens,CNBC,Trade Tariffs Announcement,Construction,Bond yields tumble as investors seek safe havens | Trade Tariffs Announcement | Construction | Low | Nikkei 225,3,03469,0.807715,0.807715,0.0,0.0,negative,0.953942,-1,0.615087
1623,2025-05-10,,CNBC,Market Rally,Media & Entertainment,nan | Market Rally | Media & Entertainment | High | Positive | TSX,1,03165,0.796259,0.796259,0.0,0.0,neutral,0.897782,0,0.796259
1623,2025-05-10,,CNBC,Market Rally,Media & Entertainment,nan | Market Rally | Media & Entertainment | High | Positive | TSX,2,03086,0.788258,0.788258,0.0,0.0,neutral,0.897782,0,0.788258
1623,2025-05-10,,CNBC,Market Rally,Media & Entertainment,nan | Market Rally | Media & Entertainment | High | Positive | TSX,3,03160,0.785281,0.785281,0.0,0.0,neutral,0.897782,0,0.785281
1624,2025-08-05,Consumer confidence index reaches a decade high,MarketWatch,Stock Market Crash,Agriculture,Consumer confidence index reaches a decade high | Stock Market Crash | Agriculture | High | Positive | Shanghai Composite,1,03165,0.810347,0.810347,0.0,0.0,positive,0.863972,1,0.985376
1624,2025-08-05,Consumer confidence index reaches a decade high,MarketWatch,Stock Market Crash,Agriculture,Consumer confidence index reaches a decade high | Stock Market Crash | Agriculture | High | Positive | Shanghai Composite,2,03077,0.809453,0.809453,0.0,0.0,positive,0.863972,1,0.984289
1624,2025-08-05,Consumer confidence index reaches a decade high,MarketWatch,Stock Market Crash,Agriculture,Consumer confidence index reaches a decade high | Stock Market Crash | Agriculture | High | Positive | Shanghai Composite,3,03411,0.805192,0.805192,0.0,0.0,positive,0.863972,1,0.979108
1625,2025-05-14,Media and Entertainment companies report a surge in streaming revenue,Seeking Alpha,Economic Data Release,Construction,Media and Entertainment companies report a surge in streaming revenue | Economic Data Release | Construction | Low | Positive | ASX 200,1,03179,0.778343,0.778343,0.0,0.0,positive,0.893271,1,0.952161
1625,2025-05-14,Media and Entertainment companies report a surge in streaming revenue,Seeking Alpha,Economic Data Release,Construction,Media and Entertainment companies report a surge in streaming revenue | Economic Data Release | Construction | Low | Positive | ASX 200,2,03165,0.775341,0.775341,0.0,0.0,positive,0.893271,1,0.948488
1625,2025-05-14,Media and Entertainment companies report a surge in streaming revenue,Seeking Alpha,Economic Data Release,Construction,Media and Entertainment companies report a surge in streaming revenue | Economic Data Release | Construction | Low | Positive | ASX 200,3,03081,0.772949,0.772949,0.0,0.0,positive,0.893271,1,0.945562
1626,2025-07-23,Geopolitical ceasefire prompts a broad market recovery,The Motley Fool,Unemployment Rate Announcement,Media & Entertainment,Geopolitical ceasefire prompts a broad market recovery | Unemployment Rate Announcement | Media & Entertainment | High | Negative | ASX 200,1,02823,0.896773,0.796773,0.0,0.1,neutral,0.720305,0,0.896773
1626,2025-07-23,Geopolitical ceasefire prompts a broad market recovery,The Motley Fool,Unemployment Rate Announcement,Media & Entertainment,Geopolitical ceasefire prompts a broad market recovery | Unemployment Rate Announcement | Media & Entertainment | High | Negative | ASX 200,2,02830,0.89647,0.79647,0.0,0.1,neutral,0.720305,0,0.89647
1626,2025-07-23,Geopolitical ceasefire prompts a broad market recovery,The Motley Fool,Unemployment Rate Announcement,Media & Entertainment,Geopolitical ceasefire prompts a broad market recovery | Unemployment Rate Announcement | Media & Entertainment | High | Negative | ASX 200,3,03039,0.895638,0.795638,0.0,0.1,neutral,0.720305,0,0.895638
1627,2025-03-02,"Global trade talks collapse, causing market turmoil",Times of India,Geopolitical Event,Utilities,"Global trade talks collapse, causing market turmoil | Geopolitical Event | Utilities | High | Neutral | Dow Jones",1,02840,0.90871,0.80871,0.0,0.1,negative,0.926468,-1,0.698237
1627,2025-03-02,"Global trade talks collapse, causing market turmoil",Times of India,Geopolitical Event,Utilities,"Global trade talks collapse, causing market turmoil | Geopolitical Event | Utilities | High | Neutral | Dow Jones",2,03169,0.906888,0.806888,0.0,0.1,negative,0.926468,-1,0.696837
1627,2025-03-02,"Global trade talks collapse, causing market turmoil",Times of India,Geopolitical Event,Utilities,"Global trade talks collapse, causing market turmoil | Geopolitical Event | Utilities | High | Neutral | Dow Jones",3,03175,0.906755,0.806755,0.0,0.1,negative,0.926468,-1,0.696735
1628,2025-07-03,Financial sector bracing for new capital requirements,Bloomberg,Bond Market Fluctuation,Materials,Financial sector bracing for new capital requirements | Bond Market Fluctuation | Materials | Medium | Negative | Euro Stoxx 50,1,03077,0.830895,0.830895,0.0,0.0,negative,0.87031,-1,0.650111
1628,2025-07-03,Financial sector bracing for new capital requirements,Bloomberg,Bond Market Fluctuation,Materials,Financial sector bracing for new capital requirements | Bond Market Fluctuation | Materials | Medium | Negative | Euro Stoxx 50,2,03056,0.821789,0.821789,0.0,0.0,negative,0.87031,-1,0.642986
1628,2025-07-03,Financial sector bracing for new capital requirements,Bloomberg,Bond Market Fluctuation,Materials,Financial sector bracing for new capital requirements | Bond Market Fluctuation | Materials | Medium | Negative | Euro Stoxx 50,3,03112,0.821745,0.821745,0.0,0.0,negative,0.87031,-1,0.642952
1629,2025-06-13,Semiconductor shortages weigh heavily on tech sector profits,Wall Street Journal,Major Merger/Acquisition,Telecommunications,Semiconductor shortages weigh heavily on tech sector profits | Major Merger/Acquisition | Telecommunications | Medium | Positive | TSX,1,03486,0.899843,0.799843,0.0,0.1,negative,0.942673,-1,0.687779
1629,2025-06-13,Semiconductor shortages weigh heavily on tech sector profits,Wall Street Journal,Major Merger/Acquisition,Telecommunications,Semiconductor shortages weigh heavily on tech sector profits | Major Merger/Acquisition | Telecommunications | Medium | Positive | TSX,2,03406,0.893427,0.793427,0.0,0.1,negative,0.942673,-1,0.682875
1629,2025-06-13,Semiconductor shortages weigh heavily on tech sector profits,Wall Street Journal,Major Merger/Acquisition,Telecommunications,Semiconductor shortages weigh heavily on tech sector profits | Major Merger/Acquisition | Telecommunications | Medium | Positive | TSX,3,03477,0.891533,0.791533,0.0,0.1,negative,0.942673,-1,0.681427
1630,2025-06-28,Energy company's dividend hike excites shareholders,Seeking Alpha,Government Policy Announcement,Aerospace & Defense,Energy company's dividend hike excites shareholders | Government Policy Announcement | Aerospace & Defense | Medium | Positive | TSX,1,03097,0.783293,0.783293,0.0,0.0,positive,0.553236,1,0.891629
1630,2025-06-28,Energy company's dividend hike excites shareholders,Seeking Alpha,Government Policy Announcement,Aerospace & Defense,Energy company's dividend hike excites shareholders | Government Policy Announcement | Aerospace & Defense | Medium | Positive | TSX,2,03406,0.780698,0.780698,0.0,0.0,positive,0.553236,1,0.888675
1630,2025-06-28,Energy company's dividend hike excites shareholders,Seeking Alpha,Government Policy Announcement,Aerospace & Defense,Energy company's dividend hike excites shareholders | Government Policy Announcement | Aerospace & Defense | Medium | Positive | TSX,3,03179,0.779776,0.779776,0.0,0.0,positive,0.553236,1,0.887626
1631,2025-08-13,Record-high inflation data rattles investors,Bloomberg,Regulatory Changes,Transportation,Record-high inflation data rattles investors | Regulatory Changes | Transportation | High | Positive | Nikkei 225,1,03077,0.821464,0.821464,0.0,0.0,negative,0.940459,-1,0.628326
1631,2025-08-13,Record-high inflation data rattles investors,Bloomberg,Regulatory Changes,Transportation,Record-high inflation data rattles investors | Regulatory Changes | Transportation | High | Positive | Nikkei 225,2,03153,0.81592,0.81592,0.0,0.0,negative,0.940459,-1,0.624085
1631,2025-08-13,Record-high inflation data rattles investors,Bloomberg,Regulatory Changes,Transportation,Record-high inflation data rattles investors | Regulatory Changes | Transportation | High | Positive | Nikkei 225,3,03165,0.81563,0.81563,0.0,0.0,negative,0.940459,-1,0.623863
1632,2025-07-12,New regulations on cryptocurrencies cause a market dip,Financial Times,IPO Launch,Utilities,New regulations on cryptocurrencies cause a market dip | IPO Launch | Utilities | Low | Positive | NSE Nifty,1,03077,0.813442,0.813442,0.0,0.0,negative,0.960466,-1,0.618121
1632,2025-07-12,New regulations on cryptocurrencies cause a market dip,Financial Times,IPO Launch,Utilities,New regulations on cryptocurrencies cause a market dip | IPO Launch | Utilities | Low | Positive | NSE Nifty,2,03129,0.807915,0.807915,0.0,0.0,negative,0.960466,-1,0.613921
1632,2025-07-12,New regulations on cryptocurrencies cause a market dip,Financial Times,IPO Launch,Utilities,New regulations on cryptocurrencies cause a market dip | IPO Launch | Utilities | Low | Positive | NSE Nifty,3,03032,0.801165,0.801165,0.0,0.0,negative,0.960466,-1,0.608792
1633,2025-06-14,Consumer confidence index reaches a decade high,Wall Street Journal,Commodity Price Shock,Real Estate,Consumer confidence index reaches a decade high | Commodity Price Shock | Real Estate | Medium | Neutral | TSX,1,02840,1.008727,0.808727,0.0,0.2,positive,0.863972,1,1.226605
1633,2025-06-14,Consumer confidence index reaches a decade high,Wall Street Journal,Commodity Price Shock,Real Estate,Consumer confidence index reaches a decade high | Commodity Price Shock | Real Estate | Medium | Neutral | TSX,2,03175,1.006751,0.806751,0.0,0.2,positive,0.863972,1,1.224202
1633,2025-06-14,Consumer confidence index reaches a decade high,Wall Street Journal,Commodity Price Shock,Real Estate,Consumer confidence index reaches a decade high | Commodity Price Shock | Real Estate | Medium | Neutral | TSX,3,03165,0.916063,0.816063,0.0,0.1,positive,0.863972,1,1.113926
1634,2025-07-08,A massive data breach sends a tech company's stock tumbling,Seeking Alpha,Consumer Confidence Report,Utilities,A massive data breach sends a tech company's stock tumbling | Consumer Confidence Report | Utilities | Medium | Positive | Dow Jones,1,03032,0.804244,0.804244,0.0,0.0,negative,0.890495,-1,0.6252
1634,2025-07-08,A massive data breach sends a tech company's stock tumbling,Seeking Alpha,Consumer Confidence Report,Utilities,A massive data breach sends a tech company's stock tumbling | Consumer Confidence Report | Utilities | Medium | Positive | Dow Jones,2,03085,0.800007,0.800007,0.0,0.0,negative,0.890495,-1,0.621906
1634,2025-07-08,A massive data breach sends a tech company's stock tumbling,Seeking Alpha,Consumer Confidence Report,Utilities,A massive data breach sends a tech company's stock tumbling | Consumer Confidence Report | Utilities | Medium | Positive | Dow Jones,3,03169,0.79954,0.79954,0.0,0.0,negative,0.890495,-1,0.621543
1635,2025-06-26,Pharmaceutical company's drug approval drives stock upward,Bloomberg,Regulatory Changes,Retail,Pharmaceutical company's drug approval drives stock upward | Regulatory Changes | Retail | Low | Negative | Shanghai Composite,1,02841,0.790639,0.790639,0.0,0.0,negative,0.662693,-1,0.659651
1635,2025-06-26,Pharmaceutical company's drug approval drives stock upward,Bloomberg,Regulatory Changes,Retail,Pharmaceutical company's drug approval drives stock upward | Regulatory Changes | Retail | Low | Negative | Shanghai Composite,2,03069,0.789729,0.789729,0.0,0.0,negative,0.662693,-1,0.658892
1635,2025-06-26,Pharmaceutical company's drug approval drives stock upward,Bloomberg,Regulatory Changes,Retail,Pharmaceutical company's drug approval drives stock upward | Regulatory Changes | Retail | Low | Negative | Shanghai Composite,3,03129,0.787749,0.787749,0.0,0.0,negative,0.662693,-1,0.65724
1636,2025-04-29,Financial sector bracing for new capital requirements,Barron's,Commodity Price Shock,Healthcare,Financial sector bracing for new capital requirements | Commodity Price Shock | Healthcare | Low | Neutral | Nasdaq Composite,1,03081,1.007066,0.807066,0.0,0.2,negative,0.87031,-1,0.787951
1636,2025-04-29,Financial sector bracing for new capital requirements,Barron's,Commodity Price Shock,Healthcare,Financial sector bracing for new capital requirements | Commodity Price Shock | Healthcare | Low | Neutral | Nasdaq Composite,2,03077,0.919471,0.819471,0.0,0.1,negative,0.87031,-1,0.719415
1636,2025-04-29,Financial sector bracing for new capital requirements,Barron's,Commodity Price Shock,Healthcare,Financial sector bracing for new capital requirements | Commodity Price Shock | Healthcare | Low | Neutral | Nasdaq Composite,3,03411,0.912914,0.812914,0.0,0.1,negative,0.87031,-1,0.714284
1637,2025-02-08,Market sentiment turns positive on vaccine trial results,Barron's,Regulatory Changes,Automotive,Market sentiment turns positive on vaccine trial results | Regulatory Changes | Automotive | Medium | Neutral | Russell 2000,1,03165,0.79808,0.79808,0.0,0.0,positive,0.937714,1,0.985173
1637,2025-02-08,Market sentiment turns positive on vaccine trial results,Barron's,Regulatory Changes,Automotive,Market sentiment turns positive on vaccine trial results | Regulatory Changes | Automotive | Medium | Neutral | Russell 2000,2,03175,0.793774,0.793774,0.0,0.0,positive,0.937714,1,0.979857
1637,2025-02-08,Market sentiment turns positive on vaccine trial results,Barron's,Regulatory Changes,Automotive,Market sentiment turns positive on vaccine trial results | Regulatory Changes | Automotive | Medium | Neutral | Russell 2000,3,03428,0.789689,0.789689,0.0,0.0,positive,0.937714,1,0.974815
1638,2025-04-08,ASX 200 gains on strong export performance,MarketWatch,IPO Launch,Aerospace & Defense,ASX 200 gains on strong export performance | IPO Launch | Aerospace & Defense | Medium | Negative | KOSPI,1,03165,0.801308,0.801308,0.0,0.0,positive,0.942392,1,0.990095
1638,2025-04-08,ASX 200 gains on strong export performance,MarketWatch,IPO Launch,Aerospace & Defense,ASX 200 gains on strong export performance | IPO Launch | Aerospace & Defense | Medium | Negative | KOSPI,2,03169,0.79226,0.79226,0.0,0.0,positive,0.942392,1,0.978915
1638,2025-04-08,ASX 200 gains on strong export performance,MarketWatch,IPO Launch,Aerospace & Defense,ASX 200 gains on strong export performance | IPO Launch | Aerospace & Defense | Medium | Negative | KOSPI,3,03081,0.791252,0.791252,0.0,0.0,positive,0.942392,1,0.977669
1639,2025-04-08,A massive data breach sends a tech company's stock tumbling,Economic Times,Supply Chain Disruption,Consumer Goods,A massive data breach sends a tech company's stock tumbling | Supply Chain Disruption | Consumer Goods | Medium | Positive | NSE Nifty,1,03032,0.802902,0.802902,0.0,0.0,negative,0.890495,-1,0.624157
1639,2025-04-08,A massive data breach sends a tech company's stock tumbling,Economic Times,Supply Chain Disruption,Consumer Goods,A massive data breach sends a tech company's stock tumbling | Supply Chain Disruption | Consumer Goods | Medium | Positive | NSE Nifty,2,03179,0.801443,0.801443,0.0,0.0,negative,0.890495,-1,0.623023
1639,2025-04-08,A massive data breach sends a tech company's stock tumbling,Economic Times,Supply Chain Disruption,Consumer Goods,A massive data breach sends a tech company's stock tumbling | Supply Chain Disruption | Consumer Goods | Medium | Positive | NSE Nifty,3,03169,0.797768,0.797768,0.0,0.0,negative,0.890495,-1,0.620166
1640,2025-06-21,Geopolitical ceasefire prompts a broad market recovery,Business Standard,Economic Data Release,Finance,Geopolitical ceasefire prompts a broad market recovery | Economic Data Release | Finance | Medium | Negative | Shanghai Composite,1,03003,0.900461,0.800461,0.0,0.1,neutral,0.720305,0,0.900461
1640,2025-06-21,Geopolitical ceasefire prompts a broad market recovery,Business Standard,Economic Data Release,Finance,Geopolitical ceasefire prompts a broad market recovery | Economic Data Release | Finance | Medium | Negative | Shanghai Composite,2,03081,0.806714,0.806714,0.0,0.0,neutral,0.720305,0,0.806714
1640,2025-06-21,Geopolitical ceasefire prompts a broad market recovery,Business Standard,Economic Data Release,Finance,Geopolitical ceasefire prompts a broad market recovery | Economic Data Release | Finance | Medium | Negative | Shanghai Composite,3,03077,0.806347,0.806347,0.0,0.0,neutral,0.720305,0,0.806347
1641,2025-03-21,Gold prices surge as investors flee riskier assets,MarketWatch,Regulatory Changes,Transportation,Gold prices surge as investors flee riskier assets | Regulatory Changes | Transportation | High | Negative | NSE Nifty,1,02840,0.824205,0.824205,0.0,0.0,negative,0.720289,-1,0.675789
1641,2025-03-21,Gold prices surge as investors flee riskier assets,MarketWatch,Regulatory Changes,Transportation,Gold prices surge as investors flee riskier assets | Regulatory Changes | Transportation | High | Negative | NSE Nifty,2,03081,0.821392,0.821392,0.0,0.0,negative,0.720289,-1,0.673482
1641,2025-03-21,Gold prices surge as investors flee riskier assets,MarketWatch,Regulatory Changes,Transportation,Gold prices surge as investors flee riskier assets | Regulatory Changes | Transportation | High | Negative | NSE Nifty,3,03077,0.815926,0.815926,0.0,0.0,negative,0.720289,-1,0.669
1642,2025-02-08,Unexpected rise in unemployment fuels market pessimism,The Economist,Bond Market Fluctuation,Agriculture,Unexpected rise in unemployment fuels market pessimism | Bond Market Fluctuation | Agriculture | High | Positive | Nasdaq Composite,1,03077,0.808615,0.808615,0.0,0.0,negative,0.913377,-1,0.623972
1642,2025-02-08,Unexpected rise in unemployment fuels market pessimism,The Economist,Bond Market Fluctuation,Agriculture,Unexpected rise in unemployment fuels market pessimism | Bond Market Fluctuation | Agriculture | High | Positive | Nasdaq Composite,2,03182,0.799057,0.799057,0.0,0.0,negative,0.913377,-1,0.616597
1642,2025-02-08,Unexpected rise in unemployment fuels market pessimism,The Economist,Bond Market Fluctuation,Agriculture,Unexpected rise in unemployment fuels market pessimism | Bond Market Fluctuation | Agriculture | High | Positive | Nasdaq Composite,3,03129,0.797544,0.797544,0.0,0.0,negative,0.913377,-1,0.615429
1643,2025-07-03,New IPO for a popular software firm is oversubscribed,Business Standard,Stock Market Crash,Construction,New IPO for a popular software firm is oversubscribed | Stock Market Crash | Construction | Low | Negative | Nikkei 225,1,03153,0.8134,0.8134,0.0,0.0,negative,0.952246,-1,0.619761
1643,2025-07-03,New IPO for a popular software firm is oversubscribed,Business Standard,Stock Market Crash,Construction,New IPO for a popular software firm is oversubscribed | Stock Market Crash | Construction | Low | Negative | Nikkei 225,2,03179,0.808873,0.808873,0.0,0.0,negative,0.952246,-1,0.616312
1643,2025-07-03,New IPO for a popular software firm is oversubscribed,Business Standard,Stock Market Crash,Construction,New IPO for a popular software firm is oversubscribed | Stock Market Crash | Construction | Low | Negative | Nikkei 225,3,03033,0.808093,0.808093,0.0,0.0,negative,0.952246,-1,0.615717
1644,2025-02-17,Government subsidy program gives a lift to the agriculture sector,Forbes,Geopolitical Event,Agriculture,Government subsidy program gives a lift to the agriculture sector | Geopolitical Event | Agriculture | High | Neutral | Hang Seng,1,03110,0.796676,0.796676,0.0,0.0,positive,0.917761,1,0.979466
1644,2025-02-17,Government subsidy program gives a lift to the agriculture sector,Forbes,Geopolitical Event,Agriculture,Government subsidy program gives a lift to the agriculture sector | Geopolitical Event | Agriculture | High | Neutral | Hang Seng,2,03081,0.79646,0.79646,0.0,0.0,positive,0.917761,1,0.9792
1644,2025-02-17,Government subsidy program gives a lift to the agriculture sector,Forbes,Geopolitical Event,Agriculture,Government subsidy program gives a lift to the agriculture sector | Geopolitical Event | Agriculture | High | Neutral | Hang Seng,3,03174,0.795729,0.795729,0.0,0.0,positive,0.917761,1,0.978301
1645,2025-03-14,Unexpected rise in unemployment fuels market pessimism,Seeking Alpha,Stock Market Crash,Materials,Unexpected rise in unemployment fuels market pessimism | Stock Market Crash | Materials | High | Negative | NSE Nifty,1,02836,0.809334,0.809334,0.0,0.0,negative,0.913377,-1,0.624527
1645,2025-03-14,Unexpected rise in unemployment fuels market pessimism,Seeking Alpha,Stock Market Crash,Materials,Unexpected rise in unemployment fuels market pessimism | Stock Market Crash | Materials | High | Negative | NSE Nifty,2,03077,0.807523,0.807523,0.0,0.0,negative,0.913377,-1,0.62313
1645,2025-03-14,Unexpected rise in unemployment fuels market pessimism,Seeking Alpha,Stock Market Crash,Materials,Unexpected rise in unemployment fuels market pessimism | Stock Market Crash | Materials | High | Negative | NSE Nifty,3,03039,0.804852,0.804852,0.0,0.0,negative,0.913377,-1,0.621069
1646,2025-05-06,New IPO for a popular software firm is oversubscribed,Bloomberg,Trade Tariffs Announcement,Construction,New IPO for a popular software firm is oversubscribed | Trade Tariffs Announcement | Construction | Medium | Positive | S&P/TSX Composite,1,03179,0.79644,0.79644,0.0,0.0,negative,0.952246,-1,0.606838
1646,2025-05-06,New IPO for a popular software firm is oversubscribed,Bloomberg,Trade Tariffs Announcement,Construction,New IPO for a popular software firm is oversubscribed | Trade Tariffs Announcement | Construction | Medium | Positive | S&P/TSX Composite,2,03129,0.791833,0.791833,0.0,0.0,negative,0.952246,-1,0.603328
1646,2025-05-06,New IPO for a popular software firm is oversubscribed,Bloomberg,Trade Tariffs Announcement,Construction,New IPO for a popular software firm is oversubscribed | Trade Tariffs Announcement | Construction | Medium | Positive | S&P/TSX Composite,3,03473,0.790109,0.790109,0.0,0.0,negative,0.952246,-1,0.602014
1647,2025-03-12,Utilities sector remains stable during market fluctuations,Reuters,Bond Market Fluctuation,Real Estate,Utilities sector remains stable during market fluctuations | Bond Market Fluctuation | Real Estate | Medium | Neutral | TSX,1,03175,0.801807,0.801807,0.0,0.0,positive,0.80296,1,0.962762
1647,2025-03-12,Utilities sector remains stable during market fluctuations,Reuters,Bond Market Fluctuation,Real Estate,Utilities sector remains stable during market fluctuations | Bond Market Fluctuation | Real Estate | Medium | Neutral | TSX,2,03115,0.801133,0.801133,0.0,0.0,positive,0.80296,1,0.961952
1647,2025-03-12,Utilities sector remains stable during market fluctuations,Reuters,Bond Market Fluctuation,Real Estate,Utilities sector remains stable during market fluctuations | Bond Market Fluctuation | Real Estate | Medium | Neutral | TSX,3,03032,0.800817,0.800817,0.0,0.0,positive,0.80296,1,0.961573
1648,2025-02-17,Retail sales report surpasses all forecasts,The Motley Fool,Geopolitical Event,Healthcare,Retail sales report surpasses all forecasts | Geopolitical Event | Healthcare | High | Neutral | Hang Seng,1,02800,0.799019,0.799019,0.0,0.0,positive,0.873907,1,0.973586
1648,2025-02-17,Retail sales report surpasses all forecasts,The Motley Fool,Geopolitical Event,Healthcare,Retail sales report surpasses all forecasts | Geopolitical Event | Healthcare | High | Neutral | Hang Seng,2,03088,0.797191,0.797191,0.0,0.0,positive,0.873907,1,0.971359
1648,2025-02-17,Retail sales report surpasses all forecasts,The Motley Fool,Geopolitical Event,Healthcare,Retail sales report surpasses all forecasts | Geopolitical Event | Healthcare | High | Neutral | Hang Seng,3,03067,0.796231,0.796231,0.0,0.0,positive,0.873907,1,0.970189
1649,2025-04-30,Unexpected rise in unemployment fuels market pessimism,Reuters,Major Merger/Acquisition,Utilities,Unexpected rise in unemployment fuels market pessimism | Major Merger/Acquisition | Utilities | Low | Negative | Dow Jones,1,03175,0.784426,0.784426,0.0,0.0,negative,0.913377,-1,0.605307
1649,2025-04-30,Unexpected rise in unemployment fuels market pessimism,Reuters,Major Merger/Acquisition,Utilities,Unexpected rise in unemployment fuels market pessimism | Major Merger/Acquisition | Utilities | Low | Negative | Dow Jones,2,03129,0.782963,0.782963,0.0,0.0,negative,0.913377,-1,0.604178
1649,2025-04-30,Unexpected rise in unemployment fuels market pessimism,Reuters,Major Merger/Acquisition,Utilities,Unexpected rise in unemployment fuels market pessimism | Major Merger/Acquisition | Utilities | Low | Negative | Dow Jones,3,03039,0.782779,0.782779,0.0,0.0,negative,0.913377,-1,0.604036
1650,2025-07-14,Record-high inflation data rattles investors,Business Standard,Corporate Earnings Report,Energy,Record-high inflation data rattles investors | Corporate Earnings Report | Energy | Low | Neutral | S&P 500,1,02800,0.807864,0.807864,0.0,0.0,negative,0.940459,-1,0.617923
1650,2025-07-14,Record-high inflation data rattles investors,Business Standard,Corporate Earnings Report,Energy,Record-high inflation data rattles investors | Corporate Earnings Report | Energy | Low | Neutral | S&P 500,2,03077,0.806213,0.806213,0.0,0.0,negative,0.940459,-1,0.61666
1650,2025-07-14,Record-high inflation data rattles investors,Business Standard,Corporate Earnings Report,Energy,Record-high inflation data rattles investors | Corporate Earnings Report | Energy | Low | Neutral | S&P 500,3,03129,0.803626,0.803626,0.0,0.0,negative,0.940459,-1,0.614682
1651,2025-05-03,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Economic Times,Central Bank Meeting,Consumer Goods,Major technology firm acquires a smaller rival in a multi-billion dollar deal | Central Bank Meeting | Consumer Goods | High | Positive | Dow Jones,1,03032,0.773547,0.773547,0.0,0.0,positive,0.692591,1,0.907485
1651,2025-05-03,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Economic Times,Central Bank Meeting,Consumer Goods,Major technology firm acquires a smaller rival in a multi-billion dollar deal | Central Bank Meeting | Consumer Goods | High | Positive | Dow Jones,2,03077,0.773101,0.773101,0.0,0.0,positive,0.692591,1,0.906962
1651,2025-05-03,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Economic Times,Central Bank Meeting,Consumer Goods,Major technology firm acquires a smaller rival in a multi-billion dollar deal | Central Bank Meeting | Consumer Goods | High | Positive | Dow Jones,3,03088,0.772783,0.772783,0.0,0.0,positive,0.692591,1,0.906589
1652,2025-08-04,Major oil spill sends energy stocks plummeting,The Motley Fool,Currency Devaluation,Consumer Goods,Major oil spill sends energy stocks plummeting | Currency Devaluation | Consumer Goods | Low | Neutral | Shanghai Composite,1,02809,0.815187,0.815187,0.0,0.0,negative,0.95815,-1,0.619919
1652,2025-08-04,Major oil spill sends energy stocks plummeting,The Motley Fool,Currency Devaluation,Consumer Goods,Major oil spill sends energy stocks plummeting | Currency Devaluation | Consumer Goods | Low | Neutral | Shanghai Composite,2,03085,0.811914,0.811914,0.0,0.0,negative,0.95815,-1,0.61743
